Username,Timestamp,location,device
Carroll5225,2020-07-13 15:40:57+00:00,"Greenville, SC",iPad
GraceBride1,2020-07-13 15:40:57+00:00,,Mobile device
rjc411,2020-07-13 15:40:57+00:00,"Austin, Texas",Mobile device
TorfaenBiz,2020-07-13 15:40:57+00:00,"Blaenavon, Pontypool, Cwmbran, Wales, United Kingdom",Mobile device
3_i_n,2020-07-13 15:40:58+00:00,UAE...AlAin,iPhone
StrokeHubWales,2020-07-13 15:40:58+00:00,"Cardiff, Wales",iPhone
RuchiAngrish,2020-07-13 15:40:58+00:00,"Noida, India",iPhone
FaithSaladin,2020-07-13 15:40:58+00:00,,-
BhaktinLA,2020-07-13 15:40:58+00:00,,Android
DraChamorro,2020-07-13 15:40:58+00:00,"Santiago, Chile",iPhone
LiverpoolLinda,2020-07-13 15:40:59+00:00,"Phoenix, AZ",iPhone
NaattuVarthakal,2020-07-13 15:40:59+00:00,കേരളം,-
CHeathWFTV,2020-07-13 15:40:59+00:00,"Orlando, FL",Mobile device
gordperks,2020-07-13 15:40:59+00:00,"Toronto, Ontario",Android
binashakhidevi,2020-07-13 15:40:59+00:00,"MANIPUR,INDIA",Android
mansoor7028,2020-07-13 15:40:59+00:00,Germany,Android
ronsking,2020-07-13 15:40:59+00:00,"Rochester, NY",Mobile device
FredFredderson1,2020-07-13 15:41:00+00:00,,Mobile device
MicrobesInfo,2020-07-13 15:41:00+00:00,Earth,Mobile device
ZZZZaa_AH,2020-07-13 15:41:00+00:00,I block trolls and ad hominem attacks,Mobile device
CaliforniaVLive,2020-07-13 15:41:00+00:00,"LA,SFO,CHICAGO,USA,AU,EU&ASIA",Mobile device
guaymas_cantina,2020-07-13 15:41:00+00:00,United States,iPhone
ChristineMannTX,2020-07-13 15:41:00+00:00,"ÜT: 39.217756,-106.864919",iPhone
Carlos_AlmanzaA,2020-07-13 15:41:01+00:00,"Cartagena, Colombia",Mobile device
OpenDemocracyCA,2020-07-13 15:41:01+00:00,Canada,Mobile device
JayJayHumble,2020-07-13 15:40:58+00:00,"Kitchener, Ontario",Android
SBWheat1,2020-07-13 15:41:01+00:00,,Mobile device
NontzMkhize,2020-07-13 15:41:00+00:00,"Durban, South Africa",Mobile device
paperheart,2020-07-13 15:41:01+00:00,,Mobile device
NewsHooked,2020-07-13 15:41:01+00:00,"Mississauga, Ont.",iPhone
ChristyInOregon,2020-07-13 15:40:57+00:00,"Portland, OR",iPhone
alianzabosques,2020-07-13 15:41:01+00:00,Mesoamérica,Mobile device
forty3north,2020-07-13 15:41:01+00:00,"Buffalo, NY",-
PfaffSC,2020-07-13 15:41:02+00:00,,iPad
BizWriterKristi,2020-07-13 15:41:02+00:00,"Atlanta, Ga.",Mobile device
Larence23,2020-07-13 15:41:02+00:00,Chicagoland,Mobile device
Thai_Talk,2020-07-13 15:41:00+00:00,Thailand 4.0,iPhone
shakestein,2020-07-13 15:41:02+00:00,,Mobile device
nicbrewer,2020-07-13 15:41:03+00:00,Kansas City,Android
Anzers,2020-07-13 15:41:03+00:00,,Mobile device
jimklef,2020-07-13 15:41:03+00:00,"Ikorodu, Nigeria",Android
KerrieNation,2020-07-13 15:41:03+00:00,Canada,iPhone
OkoboC,2020-07-13 15:41:03+00:00,"Warri, delta state",Android
shermantara4,2020-07-13 15:40:58+00:00,"Ontario, Canada",Android
DE_LAP_LAW,2020-07-13 15:41:03+00:00,"Wilmington, DE",iPad
MarciaBunney,2020-07-13 15:41:03+00:00,California,iPhone
BooyaDeb,2020-07-13 15:41:03+00:00,,iPad
radioguy181,2020-07-13 15:41:03+00:00,"Owings Mills, MD",Android
FOREXEAASSARV10,2020-07-13 15:41:04+00:00,"California, USA",-
ankithL,2020-07-13 15:41:04+00:00,"Wichita, KS | Tamil Nadu ",Android
ApanaHealthcare,2020-07-13 15:41:04+00:00,"Chhapra, India",Android
congress_jaan,2020-07-13 15:41:04+00:00,,iPhone
SachinS28048797,2020-07-13 15:41:04+00:00,,Android
emma_rn92em,2020-07-13 15:41:04+00:00,"Massillon, OH",iPhone
MBenzeval,2020-07-13 15:41:04+00:00,"University of Essex, Colchester, UK.",Android
i_tdigital,2020-07-13 15:41:04+00:00,"Inverclyde, Ayrshire,GlasgowUK",Mobile device
noneya001,2020-07-13 15:41:04+00:00,"Arizona, USA",Android
RosieM1919,2020-07-13 15:41:05+00:00,"California, USA",Android
CDFAClimateNews,2020-07-13 15:41:05+00:00,,Mobile device
gagen_patricia,2020-07-13 15:41:05+00:00,Scottsdale,iPad
ciscorocks,2020-07-13 15:41:05+00:00,MOZ ANGELES,Instagram
BildSteve,2020-07-13 15:41:05+00:00,,iPhone
conor_tompkins,2020-07-13 15:41:05+00:00,,Mobile device
susanjhayden,2020-07-13 15:41:06+00:00,USAGeorgiaAtlanta,iPhone
alliedforce40,2020-07-13 15:41:06+00:00,suffolk UK ,iPad
Bronxknitter,2020-07-13 15:41:06+00:00,"Bronx, NY",iPhone
TheCyanPost,2020-07-13 15:41:06+00:00,United States,-
Joh_Ei,2020-07-13 15:41:06+00:00,"Florida, USA",iPhone
marina_ef,2020-07-13 15:41:07+00:00,México,iPhone
muntma,2020-07-13 15:41:07+00:00,"Tunbridge Wells, Kent.",Mobile device
aldrich_jenny,2020-07-13 15:41:07+00:00,"Enfield, CT",Mobile device
live2design12,2020-07-13 15:41:07+00:00,Canada! :D,Android
skfenton,2020-07-13 15:41:07+00:00,,iPhone
PR2thepoint,2020-07-13 15:41:07+00:00,India,Android
ravimeena_dr,2020-07-13 15:41:08+00:00,Kota ,Android
stevelanebitch,2020-07-13 15:41:08+00:00,"Ontario, Canada",Android
RobertMacKay86,2020-07-13 15:41:08+00:00,,Mobile device
JPBlough,2020-07-13 15:41:08+00:00,"Pennsylvania, USA",Mobile device
WalaaHa64236122,2020-07-13 15:41:08+00:00,,Android
DjDavros,2020-07-13 15:41:08+00:00,"Cedar Park, TX",iPhone
JenBoothLaporte,2020-07-13 15:41:09+00:00,"Wisconsin, USA",iPhone
AmitMalik_INC,2020-07-13 15:41:09+00:00,"New Delhi, India",Android
Aim4comfort,2020-07-13 15:41:09+00:00,"Cleveland, OHIO",Mobile device
Sharebnbhomes,2020-07-13 15:41:09+00:00,Mexico,Mobile device
_Grand_Wazoo_,2020-07-13 15:41:09+00:00,"Arlington, Texas",iPad
Tanu59097632,2020-07-13 15:41:09+00:00,"Pune, India",Android
F777S2,2020-07-13 15:41:09+00:00,,iPhone
dibbseonsa,2020-07-13 15:41:10+00:00,,Mobile device
kiwitweet1,2020-07-13 15:41:10+00:00,,Mobile device
DaveGravel2,2020-07-13 15:41:10+00:00,,Android
inform2atul,2020-07-13 15:41:10+00:00,Delhi,Mobile device
mimz_twentytwo,2020-07-13 15:41:10+00:00,Sa ibang planeta,Mobile device
DE_LAP_LAW,2020-07-13 15:41:11+00:00,"Wilmington, DE",iPad
number9r,2020-07-13 15:41:11+00:00,Chicagoland,Mobile device
sandi_derby,2020-07-13 15:41:11+00:00,,Android
SmartSeparation,2020-07-13 15:41:11+00:00,"London, UK",-
LFAI_Foundation,2020-07-13 15:41:12+00:00,"San Francisco, CA",Mobile device
Aesyeo_Aeojeu,2020-07-13 15:41:12+00:00,Malabon City,Android
PeggyBrava,2020-07-13 15:41:12+00:00,,Mobile device
elizabeth_joh,2020-07-13 15:41:13+00:00,academic cave,iPhone
RNiggaBTRLG,2020-07-13 15:41:13+00:00,"Miami, FL",Android
PIBJaipur,2020-07-13 15:41:13+00:00,"Jaipur, Rajasthan",Android
LCWrench,2020-07-13 15:41:13+00:00,,Mobile device
AdamChodak,2020-07-13 15:41:13+00:00,"Rochester, NY",-
SabreF86,2020-07-13 15:41:13+00:00,,iPhone
emilyangelino,2020-07-13 15:41:14+00:00,"Marblehead, MA",Mobile device
mindmatterscirc,2020-07-13 15:41:14+00:00,"Chennai, India",Android
0786Sartaj,2020-07-13 15:41:14+00:00,"New Delhi, India",iPhone
gilsey74,2020-07-13 15:41:14+00:00,,Mobile device
lovenheim,2020-07-13 15:41:14+00:00,United States,Mobile device
RebeccaCudlipp,2020-07-13 15:41:15+00:00,,iPhone
sudharsan_tcs,2020-07-13 15:41:15+00:00,"Neduvasal, Pudukkottai , TN",Android
2Heidishattuck7,2020-07-13 15:41:15+00:00,,iPhone
UCT_Research,2020-07-13 15:41:15+00:00,Cape Town,Mobile device
thisisTW,2020-07-13 15:41:15+00:00,"This is not normal, AZ",Mobile device
3DShoes,2020-07-13 15:41:16+00:00,"San Diego, CA",Mobile device
WillRees79,2020-07-13 15:41:16+00:00,,iPhone
dianakat13,2020-07-13 15:41:16+00:00,,iPhone
Amritpa50857217,2020-07-13 15:41:16+00:00,,Android
AMUdisastercrew,2020-07-13 15:41:16+00:00,,Mobile device
BryanBjorlow,2020-07-13 15:41:16+00:00,"Castle Rock, CO",Android
kline_m,2020-07-13 15:41:16+00:00,New York,Android
pattymantilla77,2020-07-13 15:41:16+00:00,"Alexandria, VA",Mobile device
Jobob_80,2020-07-13 15:41:16+00:00,Scotland,Android
Zep_1968,2020-07-13 15:41:16+00:00,CommieCali,iPhone
_nadtu,2020-07-13 15:41:16+00:00,"Lagos, Nigeria",Android
KNRXRX,2020-07-13 15:41:16+00:00,Malaysia 马来西亚,Mobile device
slogess,2020-07-13 15:41:16+00:00,"Broughty Ferry, Scotland",iPad
PIBJaipur,2020-07-13 15:41:17+00:00,"Jaipur, Rajasthan",Android
MarkDennehy,2020-07-13 15:41:17+00:00,Dublin,Mobile device
goodole312,2020-07-13 15:41:17+00:00,,Mobile device
sherrie65102490,2020-07-13 15:41:17+00:00,,iPhone
KathyKelley1,2020-07-13 15:41:17+00:00,"Shelton, CT",Android
WCRF_UK,2020-07-13 15:41:17+00:00,UK,Mobile device
Frankionora2,2020-07-13 15:41:17+00:00,"California, USA",iPhone
lexibennett019,2020-07-13 15:41:18+00:00,,iPad
VGoldsmith13,2020-07-13 15:41:18+00:00,,Android
swell,2020-07-13 15:41:18+00:00,"Wisconsin Dells, Wisconsin",Mobile device
jusxMia,2020-07-13 15:41:18+00:00,"Jacksonville, FL",Android
concernedollie,2020-07-13 15:41:18+00:00,,Mobile device
vinayka59670035,2020-07-13 15:41:18+00:00,sonepat Haryana,Android
wiltado,2020-07-13 15:41:18+00:00,"Fort Knox, KY, USA",iPhone
RikiMme,2020-07-13 15:41:19+00:00,"Hamilton, Ontario, Canada",Mobile device
JYakburger,2020-07-13 15:41:19+00:00,"Texas, USA",iPhone
and_kell,2020-07-13 15:41:19+00:00,,Android
WMTWVikesFan8,2020-07-13 15:41:19+00:00,The Pine Tree State,-
jill98596824,2020-07-13 15:41:19+00:00,,iPhone
euphrosene,2020-07-13 15:41:19+00:00,"Angmering, West Sussex",Mobile device
kicranston,2020-07-13 15:41:20+00:00,Left Coast,iPhone
TweetheartAlexa,2020-07-13 15:41:20+00:00,,iPhone
MohitSh55752379,2020-07-13 15:41:21+00:00,"सोनीपत, भारत",Android
lightposition,2020-07-13 15:41:21+00:00,,Android
mightyones1968,2020-07-13 15:41:21+00:00,CommieCali,iPhone
AnirudhChakrav5,2020-07-13 15:41:21+00:00,,Android
SBWheat1,2020-07-13 15:41:21+00:00,,Mobile device
themechelle,2020-07-13 15:41:21+00:00,"Anywhere, Florida",iPhone
Pilar_Balbuena,2020-07-13 15:41:22+00:00,Canada,Android
ragmanlv,2020-07-13 15:41:22+00:00,,Android
Circumambulate,2020-07-13 15:41:22+00:00,,Mobile device
Thompson_37,2020-07-13 15:41:22+00:00,City of Toronto,Android
M4mysoul,2020-07-13 15:41:23+00:00,Danmark,Android
jjannjj,2020-07-13 15:41:23+00:00,Born and brought up in Gujarat,Mobile device
ConorPulls,2020-07-13 15:41:23+00:00,"Clovis, CA",iPhone
Girish195779,2020-07-13 15:41:23+00:00,Mumbai,Android
Cherylscotian1,2020-07-13 15:41:23+00:00,Nova Scotia,iPhone
snw106,2020-07-13 15:41:23+00:00,"Bowmanville, On, Canada",Android
Josefinalucia,2020-07-13 15:41:24+00:00,Mexico,iPad
mbalter,2020-07-13 15:41:24+00:00,Recently returned to USA from 29 yrs exile in Europe.,Mobile device
jthiebert,2020-07-13 15:41:24+00:00,"McLean, Virginia",Mobile device
suechadwick999,2020-07-13 15:41:24+00:00,,iPhone
CardozoAth,2020-07-13 15:41:24+00:00,London,Mobile device
d1krumelmonster,2020-07-13 15:41:24+00:00,"Aachen, Deutschland",Android
shelleylyford,2020-07-13 15:41:24+00:00,"San Diego, CA",Mobile device
UdderDevin,2020-07-13 15:41:25+00:00,Devin Nunes' yard,Mobile device
PegRodr80033600,2020-07-13 15:41:25+00:00,,iPhone
KSA4EVERBE,2020-07-13 15:41:25+00:00,🌎 KSA THE GREATEST COUNTRY ,Android
montewilliams,2020-07-13 15:41:25+00:00,"Austin, Texas",Android
FamDoc_Forest,2020-07-13 15:41:25+00:00,"Monterey Bay Area, CA",iPhone
Midnightrider98,2020-07-13 15:41:25+00:00,🇨🇦🇺🇸🇦🇺🇮🇩,iPhone
SilverAdie,2020-07-13 15:41:25+00:00,,iPad
starrbasket,2020-07-13 15:41:25+00:00,,iPhone
NLandProspector,2020-07-13 15:41:25+00:00,Newfoundland and Labrador,iPhone
Sumit_Sangwan18,2020-07-13 15:41:25+00:00,"Uttar Pradesh, India",Android
HuongluuM,2020-07-13 15:41:25+00:00,,Android
andymorrison,2020-07-13 15:41:26+00:00,Virginia,Android
CyberAlex01,2020-07-13 15:41:25+00:00,"Cologne, Germany",iPhone
JMccly,2020-07-13 15:41:26+00:00,"Delaware, USA",Mobile device
FreerYvonne,2020-07-13 15:41:26+00:00,"Edinburgh, Scotland",iPhone
NYDanceSafe,2020-07-13 15:41:26+00:00,"New York, NY",-
jnyakundi,2020-07-13 15:41:26+00:00,"Nairobi, Kenya",Android
AlyaziaQ_,2020-07-13 15:41:26+00:00,Stars,iPhone
Rick_Batchelor,2020-07-13 15:41:27+00:00,"Ontario, Canada",Android
BushinskiSusan,2020-07-13 15:41:27+00:00,Belleville Michigan ,Mobile device
_RAEDA_,2020-07-13 15:41:27+00:00,,iPhone
Hatim37371088,2020-07-13 15:41:27+00:00,,iPhone
BrainFumbles,2020-07-13 15:41:27+00:00,,Mobile device
mattrussell_PhD,2020-07-13 15:41:27+00:00,"Knoxville, TN, USA",-
shwetavyas19,2020-07-13 15:41:28+00:00,,Mobile device
medtechbiz,2020-07-13 15:41:27+00:00,San Francisco Bay Area,Mobile device
ASchaller74,2020-07-13 15:41:28+00:00,,iPhone
j_dangerfield5,2020-07-13 15:41:28+00:00,"Prosper, TX",iPhone
tutorsalam,2020-07-13 15:41:28+00:00,"kerala,india",Mobile device
MotherofTitan,2020-07-13 15:41:28+00:00,,Mobile device
BatScientist,2020-07-13 15:41:28+00:00,Trifecta 🇿🇼🇿🇦🇺🇸,Mobile device
Linettehoneybee,2020-07-13 15:41:29+00:00,🇨🇦,Mobile device
aka_Reynolds,2020-07-13 15:41:29+00:00,Toronto,Mobile device
PawanKu93112280,2020-07-13 15:41:29+00:00,,Android
dawnbelue,2020-07-13 15:41:29+00:00,Central Florida,Mobile device
kiwishappy,2020-07-13 15:41:30+00:00,,Mobile device
rnewmyer,2020-07-13 15:41:30+00:00,"San Diego, CA",iPhone
jjmplsmn,2020-07-13 15:41:30+00:00,MN-03,iPhone
PavanMajithia,2020-07-13 15:41:30+00:00,"Bhavnagar, India",Android
jadeja79441612,2020-07-13 15:41:30+00:00,"Gujarat, India",iPhone
vincevickers,2020-07-13 15:41:30+00:00,"Indianapolis, Indiana",-
CoatesComms,2020-07-13 15:41:30+00:00,"Warren, MI",-
MassRon,2020-07-13 15:41:31+00:00,Massachusetts,Android
NacChamber,2020-07-13 15:41:31+00:00,"Nacogdoches, Texas, USA",Mobile device
Someone_1993,2020-07-13 15:41:31+00:00,,Android
Sonu34050762,2020-07-13 15:41:31+00:00,"Haridwar, India",Android
Schilling28,2020-07-13 15:41:31+00:00,"Indiana, USA",iPhone
BseekingA,2020-07-13 15:41:31+00:00,,Mobile device
AgnesAyton,2020-07-13 15:41:31+00:00,"Oxford, England",iPad
AngitaPoddar,2020-07-13 15:41:31+00:00,,Android
overwater001,2020-07-13 15:41:31+00:00,,Mobile device
Artistwhogives,2020-07-13 15:41:32+00:00,"Headingley, Leeds, UK",Mobile device
CarlosF14503345,2020-07-13 15:41:32+00:00,,Android
noorrulhudaa,2020-07-13 15:41:32+00:00,Pakistan,Mobile device
TruthHurts1122,2020-07-13 15:41:33+00:00,"Miami, FL",Android
Agroves1972,2020-07-13 15:41:33+00:00,USA,iPhone
LFAI_Foundation,2020-07-13 15:41:33+00:00,"San Francisco, CA",Mobile device
mistydish,2020-07-13 15:41:33+00:00,"Hewlett, NY",Mobile device
Allen11Cynthia,2020-07-13 15:41:33+00:00,,Android
BTCETHNews,2020-07-13 15:41:33+00:00,,-
AllSportsDiva,2020-07-13 15:41:33+00:00,Rochester NY,Android
AndrewLabay9,2020-07-13 15:41:33+00:00,,iPhone
JulieWilson408,2020-07-13 15:41:33+00:00,,Android
EvokeUS,2020-07-13 15:41:33+00:00,"Dayton, Ohio, United States",-
DemsFight4U,2020-07-13 15:41:33+00:00,CapCity Sac CA ,iPhone
Chris52217334,2020-07-13 15:41:34+00:00,"In a Galaxy, far, far away ...",iPhone
Kim_J0ng__Un,2020-07-13 15:41:34+00:00,North Korea 김정은,Mobile device
strongconserv,2020-07-13 15:41:34+00:00,Freedom and Liberty for all,Android
SuGreer,2020-07-13 15:41:34+00:00,,Mobile device
GenZConservati1,2020-07-13 15:41:34+00:00,United States,iPhone
pradeepraiindia,2020-07-13 15:41:34+00:00,,iPhone
zelmaharris11,2020-07-13 15:41:34+00:00,United States,iPhone
RenInsureInfo,2020-07-13 15:41:34+00:00,New England & Florida,Mobile device
tamikafelder,2020-07-13 15:41:34+00:00,"Maryland, USA",iPhone
NavroopSingh_,2020-07-13 15:41:35+00:00,"New Delhi, India",iPhone
SandersonNoreen,2020-07-13 15:41:35+00:00,"Pennsylvania, USA",Mobile device
HelmerTime,2020-07-13 15:41:35+00:00,"Fridley, MN",Android
Buckiebathplug,2020-07-13 15:41:35+00:00,"South East, England",iPhone
SWIEducator,2020-07-13 15:41:35+00:00,"Iowa, USA",Android
CoronaVirusNFO,2020-07-13 15:41:35+00:00,,-
GenomePrairie,2020-07-13 15:41:35+00:00,Winnipeg / Saskatoon,Mobile device
FourthEstate911,2020-07-13 15:41:35+00:00,,iPhone
navog61,2020-07-13 15:41:36+00:00,,iPhone
ProfStrachan,2020-07-13 15:41:36+00:00,,Android
SahuSilver,2020-07-13 15:41:36+00:00,,Android
StaciaSeaman,2020-07-13 15:41:36+00:00,Texas,iPhone
summergirly7180,2020-07-13 15:41:36+00:00,"Chalon-sur-Saône, France",Android
PurnimaDhar,2020-07-13 15:41:36+00:00,"J&k, India",Android
Josefinalucia,2020-07-13 15:41:36+00:00,Mexico,iPad
meljmcd,2020-07-13 15:41:36+00:00,,iPad
voteably,2020-07-13 15:41:36+00:00,"Boston, MA",Mobile device
Zep_1968,2020-07-13 15:41:36+00:00,CommieCali,iPhone
trinidadaaa,2020-07-13 15:41:36+00:00,KS,iPhone
jcenters,2020-07-13 15:41:36+00:00,Tennessee,Mobile device
Optimist4Good,2020-07-13 15:41:36+00:00,"Southern California, USA",Mobile device
Anti_Nationale,2020-07-13 15:41:38+00:00,"𝙺𝚎𝚛𝚊𝚕𝚊𝚖, 𝙸𝚗𝚍𝚒𝚊 ",Mobile device
SAPS_20023,2020-07-13 15:41:38+00:00,"Port Elizabeth, South Africa",Android
nofatnoflavor,2020-07-13 15:41:38+00:00,Boston,iPhone
Lamba3Rashmi,2020-07-13 15:41:38+00:00,,Mobile device
sjpetherbridge,2020-07-13 15:41:39+00:00,"Dublin City, Ireland",iPhone
uspotstocks,2020-07-13 15:41:39+00:00,,Mobile device
IA_leftists,2020-07-13 15:41:39+00:00,"Washington, DC, United States",Mobile device
Bhupen778,2020-07-13 15:41:39+00:00,"Sikar, India",Android
NoAlibisPress,2020-07-13 15:41:39+00:00,,Android
Tfin21888405,2020-07-13 15:41:39+00:00,Iowa City ,Mobile device
virusninja,2020-07-13 15:41:39+00:00,"Manhattan, NY",iPhone
midnight__latte,2020-07-13 15:41:40+00:00,Indonesia,Android
SquidAppAU,2020-07-13 15:41:40+00:00,australia,Android
KObradovich,2020-07-13 15:41:40+00:00,"Des Moines, Iowa",Mobile device
realdem54,2020-07-13 15:41:40+00:00,"US Marine, 1972-1985",Mobile device
Politics50266,2020-07-13 15:41:40+00:00,,iPad
EMILaddress,2020-07-13 15:41:40+00:00,,iPhone
Mattila_TB_Lab,2020-07-13 15:41:41+00:00,"Pittsburgh, PA",Mobile device
Tanis42,2020-07-13 15:41:41+00:00,,iPhone
katgal4,2020-07-13 15:41:41+00:00,,iPhone
Santosh27089239,2020-07-13 15:41:41+00:00,,Android
4Orphans_Elders,2020-07-13 15:41:41+00:00,India,Android
laulaurlaurie,2020-07-13 15:41:42+00:00,South Florida,iPhone
papcasm,2020-07-13 15:41:42+00:00,,Android
l_stone,2020-07-13 15:41:42+00:00,Ottawa,iPhone
nenaesq1,2020-07-13 15:41:42+00:00,,iPhone
thecoolfest,2020-07-13 15:41:42+00:00,South Park,Android
BenDukes,2020-07-13 15:41:43+00:00,"Here, There, Errywhere ",iPad
SatyamS06409063,2020-07-13 15:41:43+00:00,,Android
Clrhmly2,2020-07-13 15:41:43+00:00,"South East, England",Android
OxHospCharity,2020-07-13 15:41:43+00:00,Oxford,iPhone
okayhenderson,2020-07-13 15:41:43+00:00,"Des Moines, Iowa",iPhone
HighlandsFLBCC,2020-07-13 15:41:43+00:00,"Sebring, FL",Mobile device
_Justcalmdown_,2020-07-13 15:41:43+00:00,,Mobile device
CAREGlobal,2020-07-13 15:41:43+00:00,Global,Mobile device
darraghgregs,2020-07-13 15:41:44+00:00,"South Dublin, Ireland",Android
MaxinePatterson,2020-07-13 15:41:44+00:00,"Sedgefield, Co. Durham",Mobile device
pelentruchilla,2020-07-13 15:41:44+00:00,,iPhone
Karthic15747829,2020-07-13 15:41:44+00:00,Madurai ,Mobile device
MyKidsHavePaws,2020-07-13 15:41:44+00:00,Florida,Android
InstaaPR,2020-07-13 15:41:45+00:00,"Gurgaon, India",Mobile device
Mr100Diamond,2020-07-13 15:41:45+00:00,Belize,Android
Gemorace,2020-07-13 15:41:45+00:00,Un planeta con muchas crisis,Android
nmuggulla,2020-07-13 15:41:45+00:00,,iPhone
BTTG161,2020-07-13 15:41:46+00:00,Long Island,Mobile device
ginger123xx,2020-07-13 15:41:46+00:00,"London, England",Android
0bama_gate,2020-07-13 15:41:46+00:00,,Mobile device
Asileretals,2020-07-13 15:41:46+00:00,"Hawaii, USA",iPhone
Carol97623369,2020-07-13 15:41:46+00:00,,Android
DrShetalAO,2020-07-13 15:41:46+00:00,,Android
winnygirl03,2020-07-13 15:41:46+00:00,"Illinois, USA",iPhone
TruthSe59052389,2020-07-13 15:41:46+00:00,,Mobile device
ABCagny,2020-07-13 15:41:47+00:00,United states,iPhone
FPengMD,2020-07-13 15:41:47+00:00,"Houston, TX",iPhone
IamPrasello,2020-07-13 15:41:47+00:00,Johannesburg,Android
SUSAN46189802,2020-07-13 15:41:47+00:00,,Mobile device
NAbangers,2020-07-13 15:41:47+00:00,,Android
ics_delhi,2020-07-13 15:41:47+00:00,"8/17, Sriram Road, Civil Lines",Mobile device
vocnorth,2020-07-13 15:41:47+00:00,"Wales, United Kingdom",Android
SuzanneBarlyn,2020-07-13 15:41:47+00:00,"NYC & Bucks County, Pa.",-
princepachauri3,2020-07-13 15:41:47+00:00,"Manhattan, NY",Android
Crey_tyler,2020-07-13 15:41:47+00:00,"Florida, USA",iPhone
MarleneStillwe2,2020-07-13 15:41:48+00:00,The Hills of Kentucky,iPad
egiebomwense,2020-07-13 15:41:48+00:00,,Android
TonyCar85178491,2020-07-13 15:41:48+00:00,"Paisley, Scotland",iPad
DaveDW,2020-07-13 15:41:48+00:00,"Madison, WI",iPad
cuchulainncc,2020-07-13 15:41:49+00:00,"Dundalk, Ireland ",Android
MudderFudder77,2020-07-13 15:41:49+00:00,Houston/Chicago,Mobile device
Freedom1776__,2020-07-13 15:41:49+00:00,USA,Mobile device
arayongco,2020-07-13 15:41:49+00:00,,-
NovartisIreland,2020-07-13 15:41:50+00:00,Ireland,iPhone
NaattuVarthakal,2020-07-13 15:41:50+00:00,കേരളം,-
wildlifegardene,2020-07-13 15:41:50+00:00,Northern Illinois,Mobile device
organizeralways,2020-07-13 15:41:50+00:00,"Round Rock, TX",Android
lindseybyom,2020-07-13 15:41:50+00:00,"North Carolina, USA",Mobile device
lizzykatz,2020-07-13 15:41:50+00:00,"columbus, ohio",iPad
ScottTDaley,2020-07-13 15:41:50+00:00,New Westminster,Mobile device
CHOONAR10707309,2020-07-13 15:41:50+00:00,"Rajasthan, India",Android
pop15252763,2020-07-13 15:41:50+00:00,,iPad
ICCSecGen,2020-07-13 15:41:50+00:00,Worldwide,iPhone
RiskyNugget,2020-07-13 15:41:51+00:00,Montreal,iPhone
MiqdadGG,2020-07-13 15:41:51+00:00,JUPITER,Mobile device
constantin_t,2020-07-13 15:41:51+00:00,,Android
soundarc2001,2020-07-13 15:41:51+00:00,Coimbatore/Sivakasi,Mobile device
Kiloconvert,2020-07-13 15:41:51+00:00,,Mobile device
ShreerakshaYGS,2020-07-13 15:41:51+00:00,"Bengaluru, India",Android
RealLilTrump,2020-07-13 15:41:52+00:00,"Sherman, TX",Android
connectCRE,2020-07-13 15:41:52+00:00,"Los Angeles, CA",-
